question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
How many people are affected by spinocerebellar ataxia type 3 ?,0000940-2,frequency,"The prevalence of SCA3 is unknown. This condition is thought to be the most common type of spinocerebellar ataxia; however, all types of spinocerebellar ataxia are relatively rare.",spinocerebellar ataxia type 3,0000940,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-3,C0024408,T047,Disorders
What are the genetic changes related to spinocerebellar ataxia type 3 ?,0000940-3,genetic changes,"Mutations in the ATXN3 gene cause SCA3. The ATXN3 gene provides instructions for making an enzyme called ataxin-3, which is found in cells throughout the body. Ataxin-3 is involved in a mechanism called the ubiquitin-proteasome system that destroys and gets rid of excess or damaged proteins. The molecule ubiquitin is attached (bound) to unneeded proteins, which tags them to be broken down (degraded) within cells. Ataxin-3 removes the ubiquitin from these unwanted proteins just before they are degraded so that the ubiquitin can be used again. Researchers believe that ataxin-3 also may be involved in regulating the first stage of protein production (transcription).  The ATXN3 gene mutations that cause SCA3 involve a DNA segment known as a CAG trinucleotide repeat. This segment is made up of a series of three DNA building blocks (cytosine, adenine, and guanine) that appear multiple times in a row. Normally, the CAG segment is repeated 12 to 43 times within the gene. Most people have fewer than 31 CAG repeats. In people with SCA3, the CAG segment is repeated more than 50 times. People who have 44 to 52 CAG repeats are described as having an ""intermediate repeat."" These individuals may or may not develop SCA3. People with 75 or fewer repeats tend to first experience signs and symptoms of SCA3 in mid-adulthood, while people with around 80 repeats usually have signs and symptoms by their teens.  An increase in the length of the CAG segment leads to the production of an abnormally long version of the ataxin-3 enzyme that folds into the wrong 3-dimensional shape. This nonfunctional ataxin-3 enzyme cannot remove ubiquitin from proteins that are no longer needed. As a result, these unwanted proteins, along with ubiquitin and ataxin-3, cluster together to form clumps (aggregates) within the nucleus of the cells. It is unclear how these aggregates affect cell function, because they are found in healthy cells as well as those that die.  Nerve cells (neurons) and other types of brain cells are most affected by mutations in the ATXN3 gene. SCA3 is associated with cell death in the part of the brain that is connected to the spinal cord (the brainstem), the part of the brain involved in coordinating movements (the cerebellum), and other areas of the brain. This condition is also associated with the death of neurons in the spinal cord. Over time, the loss of cells in the brain and spinal cord cause the signs and symptoms characteristic of SCA3.",spinocerebellar ataxia type 3,0000940,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-3,C0024408,T047,Disorders
Is spinocerebellar ataxia type 3 inherited ?,0000940-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition.  As the altered ATXN3 gene is passed down from one generation to the next, the length of the CAG trinucleotide repeat often increases. A larger number of repeats is usually associated with an earlier onset of signs and symptoms. This phenomenon is called anticipation. Anticipation tends to be more prominent when the ATXN3 gene is inherited from a person's father (paternal inheritance) than when it is inherited from a person's mother (maternal inheritance).  In rare cases, individuals have been reported with expanded CAG repeats on both copies of the ATXN3 gene in each cell. These people have more severe signs and symptoms than people with only one mutation, and features of the condition appear in childhood.",spinocerebellar ataxia type 3,0000940,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-3,C0024408,T047,Disorders
What are the treatments for spinocerebellar ataxia type 3 ?,0000940-5,treatment,These resources address the diagnosis or management of SCA3:  - Gene Review: Gene Review: Spinocerebellar Ataxia Type 3  - Genetic Testing Registry: Azorean disease   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spinocerebellar ataxia type 3,0000940,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-3,C0024408,T047,Disorders
What is (are) spinocerebellar ataxia type 36 ?,0000941-1,information,"Spinocerebellar ataxia type 36 (SCA36) is a condition characterized by progressive problems with movement that typically begin in mid-adulthood. People with this condition initially experience problems with coordination and balance (ataxia). Affected individuals often have exaggerated reflexes (hyperreflexia) and problems with speech (dysarthria). They also usually develop muscle twitches (fasciculations) of the tongue and over time, the muscles in the tongue waste away (atrophy). These tongue problems can cause difficulties swallowing liquids. As the condition progresses, individuals with SCA36 develop muscle atrophy in the legs, forearms, and hands. Another common feature of SCA36 is the atrophy of specialized nerve cells that control muscle movement (motor neurons), which can contribute to the tongue and limb muscle atrophy in affected individuals.  Some people with SCA36 have abnormalities of the eye muscles, which can lead to involuntary eye movements (nystagmus), rapid eye movements (saccades), trouble moving the eyes side-to-side (oculomotor apraxia), and droopy eyelids (ptosis). Sensorineural hearing loss, which is hearing loss caused by changes in the inner ear, may also occur in people with SCA36.  Brain imaging of people with SCA36 shows progressive atrophy of various parts of the brain, particularly within the cerebellum, which is the area of the brain involved in coordinating movements. Over time, the loss of cells in the cerebellum causes the movement problems characteristic of SCA36. In older affected individuals, the frontal lobes of the brain may show atrophy resulting in loss of executive function, which is the ability to plan and implement actions and develop problem-solving strategies.  Signs and symptoms of SCA36 typically begin in a person's forties or fifties but can appear anytime during adulthood. People with SCA36 have a normal lifespan and are usually mobile for 15 to 20 years after they are diagnosed.",spinocerebellar ataxia type 36,0000941,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-36,C0087012,T047,Disorders
How many people are affected by spinocerebellar ataxia type 36 ?,0000941-2,frequency,"Approximately 100 individuals with SCA36 have been reported in the scientific literature. Almost all of these individuals have been from two regions: western Japan and the Costa de Morte in Galicia, Spain.",spinocerebellar ataxia type 36,0000941,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-36,C0087012,T047,Disorders
What are the genetic changes related to spinocerebellar ataxia type 36 ?,0000941-3,genetic changes,"SCA36 is caused by mutations in the NOP56 gene. The NOP56 gene provides instructions for making a protein called nucleolar protein 56, which is primarily found in the nucleus of nerve cells (neurons), particularly those in the cerebellum. This protein is one part (subunit) of the ribonucleoprotein complex, which is composed of proteins and molecules of RNA, DNA's chemical cousin. The ribonucleoprotein complex is needed to make cellular structures called ribosomes, which process the cell's genetic instructions to create proteins.  The NOP56 gene mutations that cause SCA36 involve a string of six DNA building blocks (nucleotides) located in an area of the gene known as intron 1. This string of six nucleotides (known as a hexanucleotide) is represented by the letters GGCCTG and normally appears multiple times in a row. In healthy individuals, GGCCTG is repeated 3 to 14 times within the gene. In people with SCA36, GGCCTG is repeated at least 650 times. It is unclear if 15 to 649 repeats of this hexanucleotide cause any signs or symptoms.  To make proteins from the genetic instructions carried in genes, a molecule called messenger RNA (mRNA) is formed. This molecule acts as a genetic blueprint for protein production. However, a large increase in the number of GGCCTG repeats in the NOP56 gene disrupts the normal structure of NOP56 mRNA. Abnormal NOP56 mRNA molecules form clumps called RNA foci within the nucleus of neurons. Other proteins become trapped in the RNA foci, where they cannot function. These proteins may be important for controlling gene activity or protein production.  Additionally, researchers believe that the large expansion of the hexanucleotide repeat in the NOP56 gene may reduce the activity of a nearby gene called MIR1292. The MIR1292 gene provides instructions for making a type of RNA that regulates the activity (expression) of genes that produce proteins called glutamate receptors. These proteins are found on the surface of neurons and allow these cells to communicate with one another. A decrease in the production of Mir1292 RNA can lead to an increase in the production of glutamate receptors. The increased receptor activity may overexcite neurons, which disrupts normal communication between cells and can contribute to ataxia.  The combination of RNA foci and overly excited neurons likely leads to the death of these cells over time. Because the NOP56 gene is especially active in neurons in the cerebellum, these cells are particularly affected by expansion of the gene, leading to cerebellar atrophy. Deterioration in this part of the brain leads to ataxia and the other signs and symptoms of SCA36.",spinocerebellar ataxia type 36,0000941,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-36,C0087012,T047,Disorders
Is spinocerebellar ataxia type 36 inherited ?,0000941-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.  In most cases, an affected person has one parent with the condition.  In conditions that are caused by repeated segments of DNA, the number of repeats often increases when the altered gene is passed down from one generation to the next. Additionally, a larger number of repeats is usually associated with an earlier onset of signs and symptoms. This phenomenon is called anticipation. Some families affected by SCA36 have demonstrated anticipation while others have not. When anticipation is observed in SCA36, the mutation is most often passed down from the affected father.",spinocerebellar ataxia type 36,0000941,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-36,C0087012,T047,Disorders
What are the treatments for spinocerebellar ataxia type 36 ?,0000941-5,treatment,These resources address the diagnosis or management of spinocerebellar ataxia type 36:  - Ataxia Center at the University of Minnesota: Dominant Spinocerebellar Ataxias  - Baylor College of Medicine: Parkinson's Disease Center and Movement Disorders Clinic: Ataxia  - Gene Review: Gene Review: Spinocerebellar Ataxia Type 36  - Genetic Testing Registry: Spinocerebellar ataxia 36  - Johns Hopkins Medicine: Ataxia  - The Ataxia Center at the University of Chicago: Autosomal Dominant Spinocerebellar Ataxia   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spinocerebellar ataxia type 36,0000941,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-36,C0087012,T047,Disorders
What is (are) spinocerebellar ataxia type 6 ?,0000942-1,information,"Spinocerebellar ataxia type 6 (SCA6) is a condition characterized by progressive problems with movement. People with this condition initially experience problems with coordination and balance (ataxia). Other early signs and symptoms of SCA6 include speech difficulties, involuntary eye movements (nystagmus), and double vision. Over time, individuals with SCA6 may develop loss of coordination in their arms, tremors, and uncontrolled muscle tensing (dystonia).  Signs and symptoms of SCA6 typically begin in a person's forties or fifties but can appear anytime from childhood to late adulthood. Most people with this disorder require wheelchair assistance by the time they are in their sixties.",spinocerebellar ataxia type 6,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,C0752124,T047,Disorders
How many people are affected by spinocerebellar ataxia type 6 ?,0000942-2,frequency,"The worldwide prevalence of SCA6 is estimated to be less than 1 in 100,000 individuals.",spinocerebellar ataxia type 6,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,C0752124,T047,Disorders
What are the genetic changes related to spinocerebellar ataxia type 6 ?,0000942-3,genetic changes,"Mutations in the CACNA1A gene cause SCA6. The CACNA1A gene provides instructions for making a protein that forms a part of some calcium channels. These channels transport positively charged calcium atoms (calcium ions) across cell membranes. The movement of these ions is critical for normal signaling between nerve cells (neurons) in the brain and other parts of the nervous system. The CACNA1A gene provides instructions for making one part (the alpha-1 subunit) of a calcium channel called CaV2.1. CaV2.1 channels play an essential role in communication between neurons in the brain.  The CACNA1A gene mutations that cause SCA6 involve a DNA segment known as a CAG trinucleotide repeat. This segment is made up of a series of three DNA building blocks (cytosine, adenine, and guanine) that appear multiple times in a row. Normally, the CAG segment is repeated 4 to 18 times within the gene. In people with SCA6, the CAG segment is repeated 20 to 33 times. People with 20 repeats tend to experience signs and symptoms of SCA6 beginning in late adulthood, while people with a larger number of repeats usually have signs and symptoms from mid-adulthood.  An increase in the length of the CAG segment leads to the production of an abnormally long version of the alpha-1 subunit. This version of the subunit alters the location and function of the CaV2.1 channels. Normally the alpha-1 subunit is located within the cell membrane; the abnormal subunit is found in the cell membrane as well as in the fluid inside cells (cytoplasm), where it clusters together and forms clumps (aggregates). The effect these aggregates have on cell functioning is unknown. The lack of normal calcium channels in the cell membrane impairs cell communication between neurons in the brain. Diminished cell communication leads to cell death. Cells within the cerebellum, which is the part of the brain that coordinates movement, are particularly sensitive to the accumulation of these aggregates. Over time, a loss of cells in the cerebellum causes the movement problems characteristic of SCA6.",spinocerebellar ataxia type 6,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,C0752124,T047,Disorders
Is spinocerebellar ataxia type 6 inherited ?,0000942-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.  In most cases, an affected person has one parent with the condition.  As the altered CACNA1A gene is passed down from one generation to the next, the length of the CAG trinucleotide repeat often slightly increases. A larger number of repeats is usually associated with an earlier onset of signs and symptoms. This phenomenon is called anticipation.",spinocerebellar ataxia type 6,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,C0752124,T047,Disorders
What are the treatments for spinocerebellar ataxia type 6 ?,0000942-5,treatment,These resources address the diagnosis or management of SCA6:  - Gene Review: Gene Review: Spinocerebellar Ataxia Type 6  - Genetic Testing Registry: Spinocerebellar ataxia 6   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spinocerebellar ataxia type 6,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,C0752124,T047,Disorders
What is (are) spondylocarpotarsal synostosis syndrome ?,0000943-1,information,"Spondylocarpotarsal synostosis syndrome is a disorder that affects the development of bones throughout the body. Newborns with this disorder are of approximately normal length, but impaired growth of the trunk results in short stature over time. The bones of the spine (vertebrae) are misshapen and abnormally joined together (fused). The vertebral abnormalities may result in an abnormally curved lower back (lordosis) and a spine that curves to the side (scoliosis).  Affected individuals also have abnormalities of the wrist (carpal) and ankle (tarsal) bones and inward- and upward-turning feet (clubfeet). Characteristic facial features include a round face, a large forehead (frontal bossing), and nostrils that open to the front rather than downward (anteverted nares).  Some people with spondylocarpotarsal synostosis syndrome have an opening in the roof of the mouth (a cleft palate), hearing loss, thin tooth enamel, flat feet, or an unusually large range of joint movement (hypermobility). Individuals with this disorder can survive into adulthood. Intelligence is generally unaffected, although mild developmental delay has been reported in some affected individuals.",spondylocarpotarsal synostosis syndrome,0000943,GHR,https://ghr.nlm.nih.gov/condition/spondylocarpotarsal-synostosis-syndrome,C1368355,T019,Disorders
How many people are affected by spondylocarpotarsal synostosis syndrome ?,0000943-2,frequency,Spondylocarpotarsal synostosis syndrome is a rare disorder; its prevalence is unknown. At least 25 affected individuals have been identified.,spondylocarpotarsal synostosis syndrome,0000943,GHR,https://ghr.nlm.nih.gov/condition/spondylocarpotarsal-synostosis-syndrome,C1368355,T019,Disorders
What are the genetic changes related to spondylocarpotarsal synostosis syndrome ?,0000943-3,genetic changes,"Mutations in the FLNB gene cause spondylocarpotarsal synostosis syndrome. The FLNB gene provides instructions for making a protein called filamin B. This protein helps build the network of protein filaments (cytoskeleton) that gives structure to cells and allows them to change shape and move. Filamin B attaches (binds) to another protein called actin and helps the actin to form the branching network of filaments that makes up the cytoskeleton. It also links actin to many other proteins to perform various functions within the cell, including the cell signaling that helps determine how the cytoskeleton will change as tissues grow and take shape during development.  Filamin B is especially important in the development of the skeleton before birth. It is active (expressed) in the cell membranes of cartilage-forming cells (chondrocytes). Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone (a process called ossification), except for the cartilage that continues to cover and protect the ends of bones and is present in the nose, airways (trachea and bronchi), and external ears. Filamin B appears to be important for normal cell growth and division (proliferation) and maturation (differentiation) of chondrocytes and for the ossification of cartilage.  FLNB gene mutations that cause spondylocarpotarsal synostosis syndrome result in the production of an abnormally short filamin B protein that is unstable and breaks down rapidly. Loss of the filamin B protein appears to result in out-of-place (ectopic) ossification, resulting in fusion of the bones in the spine, wrists, and ankles and other signs and symptoms of spondylocarpotarsal synostosis syndrome.  A few individuals who have been diagnosed with spondylocarpotarsal synostosis syndrome do not have mutations in the FLNB gene. In these cases, the genetic cause of the disorder is unknown.",spondylocarpotarsal synostosis syndrome,0000943,GHR,https://ghr.nlm.nih.gov/condition/spondylocarpotarsal-synostosis-syndrome,C1368355,T019,Disorders
Is spondylocarpotarsal synostosis syndrome inherited ?,0000943-4,inheritance,"Spondylocarpotarsal synostosis syndrome caused by FLNB gene mutations is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.  In a few individuals with signs and symptoms similar to those of spondylocarpotarsal synostosis syndrome but without FLNB gene mutations, the condition appears to have been inherited in an autosomal dominant pattern. Autosomal dominant means one copy of the altered gene in each cell is sufficient to cause the disorder.",spondylocarpotarsal synostosis syndrome,0000943,GHR,https://ghr.nlm.nih.gov/condition/spondylocarpotarsal-synostosis-syndrome,C1368355,T019,Disorders
What are the treatments for spondylocarpotarsal synostosis syndrome ?,0000943-5,treatment,These resources address the diagnosis or management of spondylocarpotarsal synostosis syndrome:  - Gene Review: Gene Review: FLNB-Related Disorders  - Genetic Testing Registry: Spondylocarpotarsal synostosis syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spondylocarpotarsal synostosis syndrome,0000943,GHR,https://ghr.nlm.nih.gov/condition/spondylocarpotarsal-synostosis-syndrome,C1368355,T019,Disorders
What is (are) spondylocostal dysostosis ?,0000944-1,information,"Spondylocostal dysostosis is a group of conditions characterized by abnormal development of bones in the spine and ribs. The bones of the spine (vertebrae) are misshapen and abnormally joined together (fused). Many people with this condition have abnormal side-to-side curvature of the spine (scoliosis) due to malformation of the vertebrae. In addition to spine abnormalities, some of the rib bones may be fused together or missing. Affected individuals have short, rigid necks and short midsections because of the bone malformations. As a result, people with spondylocostal dysostosis have short bodies but normal length arms and legs, called short-trunk dwarfism.  The spine and rib abnormalities cause other signs and symptoms of spondylocostal dysostosis. Infants with this condition are born with small chests that cannot expand adequately, often leading to life-threatening breathing problems. As the lungs expand in the narrow chest, the muscle that separates the abdomen from the chest cavity (the diaphragm) is forced down and the abdomen is pushed out. The increased pressure in the abdomen can cause a soft out-pouching around the lower abdomen (inguinal hernia), particularly in males with spondylocostal dysostosis.  There are several types of spondylocostal dysostosis, designated types 1 through 4 and the autosomal dominant (AD) type. These types have similar features and are distinguished by their genetic cause and inheritance pattern. Spondylocostal dysostosis has often been grouped with a similar condition called spondylothoracic dysostosis, and both are called Jarcho-Levin syndrome; however, they are now considered distinct conditions.",spondylocostal dysostosis,0000944,GHR,https://ghr.nlm.nih.gov/condition/spondylocostal-dysostosis,C0265343,T047,Disorders
How many people are affected by spondylocostal dysostosis ?,0000944-2,frequency,"Spondylocostal dysostosis is a rare condition, although its exact prevalence is unknown.",spondylocostal dysostosis,0000944,GHR,https://ghr.nlm.nih.gov/condition/spondylocostal-dysostosis,C0265343,T047,Disorders
What are the genetic changes related to spondylocostal dysostosis ?,0000944-3,genetic changes,"Mutations in at least four genes are known to cause spondylocostal dysostosis: Mutations in the DLL3 gene cause spondylocostal dysostosis type 1; mutations in the MESP2 gene cause spondylocostal dysostosis type 2; mutations in the LFNG gene cause spondylocostal dysostosis type 3; and mutations in the HES7 gene cause spondylocostal dysostosis type 4. The genetic cause of AD spondylocostal dysostosis is unknown.  The DLL3, MESP2, LFNG, and HES7 genes play a role in the Notch signaling pathway, an important pathway in embryonic development. One of the functions of the Notch pathway is separating future vertebrae from one another during early development, a process called somite segmentation. When this pathway is disrupted, somite segmentation does not occur properly, resulting in the malformation and fusion of the bones of the spine and ribs seen in spondylocostal dysostosis.  Mutations in the four identified genes account for approximately 25 percent of diagnosed spondylocostal dysostosis. Researchers suggest that additional genes in the Notch signaling pathway might also be involved.",spondylocostal dysostosis,0000944,GHR,https://ghr.nlm.nih.gov/condition/spondylocostal-dysostosis,C0265343,T047,Disorders
Is spondylocostal dysostosis inherited ?,0000944-4,inheritance,"Spondylocostal dysostosis can have different inheritance patterns. Types 1, 2, 3, and 4 are inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. AD spondylocostal dysostosis is inherited in an autosomal dominant pattern. Autosomal dominant inheritance means that one copy of an altered gene in each cell is sufficient to cause the disorder, although in these cases no causative genes have been identified. The signs and symptoms of spondylocostal dysostosis are typically more severe with autosomal recessive inheritance.",spondylocostal dysostosis,0000944,GHR,https://ghr.nlm.nih.gov/condition/spondylocostal-dysostosis,C0265343,T047,Disorders
What are the treatments for spondylocostal dysostosis ?,0000944-5,treatment,"These resources address the diagnosis or management of spondylocostal dysostosis:  - Gene Review: Gene Review: Spondylocostal Dysostosis, Autosomal Recessive  - Genetic Testing Registry: Jarcho-Levin syndrome  - Genetic Testing Registry: Spondylocostal dysostosis 1  - Genetic Testing Registry: Spondylocostal dysostosis 2  - Genetic Testing Registry: Spondylocostal dysostosis 3  - Genetic Testing Registry: Spondylocostal dysostosis 4, autosomal recessive  - KidsHealth: X-Ray Exam (Scoliosis)  - MedlinePlus Encyclopedia: Scoliosis   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",spondylocostal dysostosis,0000944,GHR,https://ghr.nlm.nih.gov/condition/spondylocostal-dysostosis,C0265343,T047,Disorders
What is (are) spondyloenchondrodysplasia with immune dysregulation ?,0000945-1,information,"Spondyloenchondrodysplasia with immune dysregulation (SPENCDI) is an inherited condition that primarily affects bone growth and immune system function. The signs and symptoms of SPENCDI can become apparent anytime from infancy to adolescence.  Bone abnormalities in individuals with SPENCDI include flattened spinal bones (platyspondyly), abnormalities at the ends of long bones in the limbs (metaphyseal dysplasia), and areas of damage (lesions) on the long bones and spinal bones that can be seen on x-rays. Additional skeletal problems occur because of abnormalities of the tough, flexible tissue called cartilage that makes up much of the skeleton during early development. Individuals with SPENCDI often have areas where cartilage did not convert to bone. They may also have noncancerous growths of cartilage (enchondromas). The bone and cartilage problems contribute to short stature in people with SPENCDI.  Individuals with SPENCDI have a combination of immune system problems. Many affected individuals have malfunctioning immune systems that attack the body's own tissues and organs, which is known as an autoimmune reaction. The malfunctioning immune system can lead to a variety of disorders, such as a decrease in blood cells called platelets (thrombocytopenia), premature destruction of red blood cells (hemolytic anemia), an underactive thyroid gland (hypothyroidism), or chronic inflammatory disorders such as systemic lupus erythematosus or rheumatoid arthritis. In addition, affected individuals often have abnormal immune cells that cannot grow and divide in response to harmful invaders such as bacteria and viruses. As a result of this immune deficiency, these individuals have frequent fevers and recurrent respiratory infections.  Some people with SPENCDI have neurological problems such as abnormal muscle stiffness (spasticity), difficulty with coordinating movements (ataxia), and intellectual disability. They may also have abnormal deposits of calcium (calcification) in the brain.  Due to the range of immune system problems, people with SPENCDI typically have a shortened life expectancy, but figures vary widely.",spondyloenchondrodysplasia with immune dysregulation,0000945,GHR,https://ghr.nlm.nih.gov/condition/spondyloenchondrodysplasia-with-immune-dysregulation,C1842763,T047,Disorders
How many people are affected by spondyloenchondrodysplasia with immune dysregulation ?,0000945-2,frequency,"SPENCDI appears to be a rare condition, although its prevalence is unknown.",spondyloenchondrodysplasia with immune dysregulation,0000945,GHR,https://ghr.nlm.nih.gov/condition/spondyloenchondrodysplasia-with-immune-dysregulation,C1842763,T047,Disorders
What are the genetic changes related to spondyloenchondrodysplasia with immune dysregulation ?,0000945-3,genetic changes,"Mutations in the ACP5 gene cause SPENCDI. This gene provides instructions for making an enzyme called tartrate-resistant acid phosphatase type 5 (TRAP). The TRAP enzyme primarily regulates the activity of a protein called osteopontin, which is produced in bone cells called osteoclasts and in immune cells. Osteopontin performs a variety of functions in these cells.  Osteoclasts are specialized cells that break down and remove (resorb) bone tissue that is no longer needed. These cells are involved in bone remodeling, which is a normal process that replaces old bone tissue with new bone. During bone remodeling, osteopontin is turned on (activated), allowing osteoclasts to attach (bind) to bones. When the breakdown of bone is complete, TRAP turns off (inactivates) osteopontin, causing the osteoclasts to release themselves from bone.  In immune system cells, osteopontin helps fight infection by promoting inflammation, regulating immune cell activity, and turning on various immune system cells that are necessary to fight off foreign invaders. As in bone cells, the TRAP enzyme inactivates osteopontin in immune cells when it is no longer needed.  The ACP5 gene mutations that cause SPENCDI impair or eliminate TRAP's ability to inactivate osteopontin. As a result, osteopontin is abnormally active, prolonging bone breakdown by osteoclasts and triggering abnormal inflammation and immune responses by immune cells. In people with SPENCDI, increased bone remodeling contributes to the skeletal abnormalities, including irregularly shaped bones and short stature. An overactive immune system leads to increased susceptibility to autoimmune disorders and impairs the body's normal immune response to harmful invaders, resulting in frequent infections. The mechanism that leads to the other features of SPENCDI, including movement disorders and intellectual disability, is currently unknown.",spondyloenchondrodysplasia with immune dysregulation,0000945,GHR,https://ghr.nlm.nih.gov/condition/spondyloenchondrodysplasia-with-immune-dysregulation,C1842763,T047,Disorders
Is spondyloenchondrodysplasia with immune dysregulation inherited ?,0000945-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",spondyloenchondrodysplasia with immune dysregulation,0000945,GHR,https://ghr.nlm.nih.gov/condition/spondyloenchondrodysplasia-with-immune-dysregulation,C1842763,T047,Disorders
What are the treatments for spondyloenchondrodysplasia with immune dysregulation ?,0000945-5,treatment,These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spondyloenchondrodysplasia with immune dysregulation,0000945,GHR,https://ghr.nlm.nih.gov/condition/spondyloenchondrodysplasia-with-immune-dysregulation,C1842763,T047,Disorders
"What is (are) spondyloepimetaphyseal dysplasia, Strudwick type ?",0000946-1,information,"Spondyloepimetaphyseal dysplasia, Strudwick type is an inherited disorder of bone growth that results in short stature (dwarfism), skeletal abnormalities, and problems with vision. This condition affects the bones of the spine (spondylo-) and two regions (epiphyses and metaphyses) near the ends of long bones in the arms and legs. The Strudwick type was named after the first reported patient with the disorder.  People with this condition have short stature from birth, with a very short trunk and shortened limbs. Their hands and feet, however, are usually average-sized. Affected individuals may have an abnormally curved lower back (lordosis) or a spine that curves to the side (scoliosis). This abnormal spinal curvature may be severe and can cause problems with breathing. Instability of the spinal bones (vertebrae) in the neck may increase the risk of spinal cord damage. Other skeletal features include flattened vertebrae (platyspondyly), severe protrusion of the breastbone (pectus carinatum), an abnormality of the hip joint that causes the upper leg bones to turn inward (coxa vara), and an inward- and upward-turning foot (clubfoot). Arthritis may develop early in life.  People with spondyloepimetaphyseal dysplasia, Strudwick type have mild changes in their facial features. Some infants are born with an opening in the roof of the mouth (a cleft palate) and their cheekbones may appear flattened. Eye problems that can impair vision are common, such as severe nearsightedness (high myopia) and tearing of the lining of the eye (retinal detachment).","spondyloepimetaphyseal dysplasia, Strudwick type",0000946,GHR,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,C0700635,T046,Disorders
"How many people are affected by spondyloepimetaphyseal dysplasia, Strudwick type ?",0000946-2,frequency,This condition is rare; only a few affected individuals have been reported worldwide.,"spondyloepimetaphyseal dysplasia, Strudwick type",0000946,GHR,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,C0700635,T046,Disorders
