question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What should I know about storage and disposal of Trimethadione ?,0001255-8,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store trimethadione chewable tablets in the refrigerator. Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org",Trimethadione,0001255,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601127.html,,,
What to do in case of emergency or overdose of Trimethadione ?,0001255-9,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911. Symptoms of overdose may include:

 drowsiness, nausea, dizziness, difficulty coordinating movements, changes in vision, coma (loss of consciousness for a period of time), ",Trimethadione,0001255,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601127.html,,,
What other information should I know about Trimethadione ?,0001255-10,other information,"Keep all appointments with your doctor and the laboratory. Your doctor will order certain lab tests to check your response to trimethadione. Do not let anyone else take your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Trimethadione,0001255,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601127.html,,,
What are the brand names of Trimethadione ?,0001255-11,brand names,"Tridione ® , ",Trimethadione,0001255,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601127.html,,,
What important warning or information should I know about Trimethobenzamide ?,0001256-1,important warning,"In April 2007, the Food and Drug Administration (FDA) announced that suppositories containing trimethobenzamide may no longer be marketed in the United States. The FDA made this decision because trimethobenzamide suppositories have not been shown to work to treat nausea and vomiting. If you are currently using trimethobenzamide suppositories, you should call your doctor or other healthcare professional to talk about switching to another treatment.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
Who should get Trimethobenzamide and why is it prescribed ?,0001256-2,indication,"Trimethobenzamide is used to treat nausea and vomiting that may occur after surgery. It is also used to control nausea caused by gastroenteritis ('stomach flu'; a virus that may cause nausea, vomiting, and diarrhea). Trimethobenzamide is in a class of medications called antihistamines. Trimethobenzamide may work by decreasing activity in the area of the brain that causes nausea and vomiting.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
How should Trimethobenzamide be used and what is the dosage ?,0001256-3,usage,"Trimethobenzamide comes as a capsule to take by mouth. Trimethobenzamide usually is taken three or four times a day. Take trimethobenzamide at around the same times every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take trimethobenzamide exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
Are there safety concerns or special precautions about Trimethobenzamide ?,0001256-5,precautions,"Before taking trimethobenzamide, tell your doctor and pharmacist if you are allergic to trimethobenzamide or any other medications., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements and herbal products you are taking or plan to take. Be sure to mention any of the following: antidepressants; antihistamines; barbiturates such as phenobarbital (Luminal); belladonna alkaloids (Donnatal); medications for anxiety, mental illness, pain and seizures; other medications for nausea and vomiting; sedatives; sleeping pills; and tranquilizers. Your doctor may need to change the doses of your medications or monitor you more carefully for side effects., tell your doctor if you have Reye's Syndrome (a condition affecting the brain and liver that can happen after a viral illness), encephalitis (inflammation of the brain), or a high fever, or if you have or have ever had liver disease. If you will be giving trimethobenzamide to a child, also tell the child's doctor if the child has any of the following symptoms before he or she receives the medication: vomiting, listlessness, drowsiness, confusion, aggression, seizures, yellowing of the skin or eyes, weakness, or flu-like symptoms. Also tell the child's doctor if the child has not been drinking normally, has had excessive vomiting or diarrhea, or appears dehydrated., tell your doctor if you are pregnant, plan to become pregnant, or are breast-feeding. If you become pregnant while taking trimethobenzamide, call your doctor., if you are having surgery, including dental surgery, tell the doctor or dentist that you are taking trimethobenzamide., you should know that this medication may make you drowsy. Do not drive a car or operate machinery until you know how this medication affects you., ask your doctor about the safe use of alcoholic beverages while you are taking trimethobenzamide. Alcohol can make the side effects from trimethobenzamide worse., ",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What special dietary instructions should I follow with Trimethobenzamide ?,0001256-6,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What should I do if I forget a dose of Trimethobenzamide ?,0001256-7,forget a dose,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What are the side effects or risks of Trimethobenzamide ?,0001256-8,side effects,"Trimethobenzamide may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 drowsiness, dizziness, headache, depression, diarrhea,  Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately:

 rash, backward arching of the head, neck, and back, muscle cramps, uncontrollable shaking of a part of the body, slow, jerking movements, shuffling walk, slow speech, confusion, blurred vision, yellowing of the skin or eyes, seizures, coma (loss of consciousness for a period of time),  Trimethobenzamide may cause other side effects. Call your doctor if you have any unusual problems while you are taking this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What should I know about storage and disposal of Trimethobenzamide ?,0001256-9,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess heat and moisture (not in the bathroom). It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What other information should I know about Trimethobenzamide ?,0001256-10,other information,"Keep all appointments with your doctor. Do not let anyone else take your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
What are the brand names of Trimethobenzamide ?,0001256-11,brand names,"Tigan ® , ",Trimethobenzamide,0001256,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682693.html,,,
Who should get Trimethoprim and why is it prescribed ?,0001257-1,indication,"Trimethoprim eliminates bacteria that cause urinary tract infections. It is used in combination with other drugs to treat certain types of pneumonia. It also is used to treat traveler's diarrhea. Antibiotics will not work for colds, flu, or other viral infections. This medication is sometimes prescribed for other uses; ask your doctor or pharmacist for more information.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
How should Trimethoprim be used and what is the dosage ?,0001257-2,usage,"Trimethoprim comes as a tablet to take by mouth. It usually is taken one or two times a day. Trimethoprim may be taken with or without food. Follow the directions on your prescription label carefully, and ask your pharmacist or doctor to explain any part you do not understand. Take trimethoprim exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
Are there safety concerns or special precautions about Trimethoprim ?,0001257-3,precautions,"Before taking trimethoprim, tell your doctor and pharmacist if you are allergic to trimethoprim, sulfa drugs, diuretics ('water pills', oral diabetes medications, or any other drugs., tell your doctor and pharmacist what prescription and nonprescription medications you are taking, especially phenytoin (Dilantin) and vitamins., tell your doctor if you have or have ever had anemia or liver or kidney disease., tell your doctor if you are pregnant, plan to become pregnant, or are breast-feeding. If you become pregnant while taking trimethoprim, call your doctor immediately., ",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What special dietary instructions should I follow with Trimethoprim ?,0001257-4,dietary,"Take trimethoprim on an empty stomach, 1 hour before or 2 hours after meals. However, if you experience nausea, you may take trimethoprim with food. Drink at least eight glasses of liquid (water, tea, coffee, soft drinks, milk, and fruit juice) every day.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What should I do if I forget a dose of Trimethoprim ?,0001257-5,forget a dose,"Take the missed dose as soon as you remember it. However, if it is almost time for your next dose, skip the missed dose and continue your dosing schedule. Do not take a double dose to make up for a missed one.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What are the side effects or risks of Trimethoprim ?,0001257-6,side effects,"Trimethoprim may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 upset stomach, vomiting, diarrhea,  If you experience any of the following symptoms, call your doctor immediately:

 rash (hives), itching, difficulty breathing or swallowing, sore throat, fever or chills, mouth sores, unusual bruising or bleeding, yellowing of the skin or eyes, paleness, joint aches, bluish-colored fingernails, lips, or skin,  If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What should I know about storage and disposal of Trimethoprim ?,0001257-7,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess heat and moisture (not in the bathroom). It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What to do in case of emergency or overdose of Trimethoprim ?,0001257-8,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What other information should I know about Trimethoprim ?,0001257-9,other information,"Keep all appointments with your doctor and the laboratory. Your doctor will order certain lab tests to check your response to trimethoprim. Do not let anyone else take your medication. Your prescription is probably not refillable. If you still have symptoms of infection after you finish the trimethoprim, call your doctor. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What are the brand names of Trimethoprim ?,0001257-10,brand names,"Primsol ® , Proloprim ® ¶ , Trimpex ® ¶ , ",Trimethoprim,0001257,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a684025.html,,,
What important warning or information should I know about Trimipramine ?,0001258-1,important warning,"A small number of children, teenagers, and young adults (up to 24 years of age) who took antidepressants ('mood elevators') such as trimipramine during clinical studies became suicidal (thinking about harming or killing oneself or planning or trying to do so). Children, teenagers, and young adults who take antidepressants to treat depression or other mental illnesses may be more likely to become suicidal than children, teenagers, and young adults who do not take antidepressants to treat these conditions. However, experts are not sure about how great this risk is and how much it should be considered in deciding whether a child or teenager should take an antidepressant. Children younger than 18 years of age should not normally take trimipramine, but in some cases, a doctor may decide that trimipramine is the best medication to treat a child's condition. You should know that your mental health may change in unexpected ways when you take trimipramine or other antidepressants even if you are an adult over age 24. You may become suicidal, especially at the beginning of your treatment and any time that your dose is increased or decreased. You, your family, or your caregiver should call your doctor right away if you experience any of the following symptoms: new or worsening depression; thinking about harming or killing yourself, or planning or trying to do so; extreme worry; agitation; panic attacks; difficulty falling asleep or staying asleep; aggressive behavior; irritability; acting without thinking; severe restlessness; and frenzied abnormal excitement. Be sure that your family or caregiver knows which symptoms may be serious so they can call the doctor when you are unable to seek treatment on your own. Your healthcare provider will want to see you often while you are taking trimipramine, especially at the beginning of your treatment. Be sure to keep all appointments for office visits with your doctor. The doctor or pharmacist will give you the manufacturer's patient information sheet (Medication Guide) when you begin treatment with trimipramine. Read the information carefully and ask your doctor or pharmacist if you have any questions. You also can obtain the Medication Guide from the FDA website:  http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/UCM096273 . No matter your age, before you take an antidepressant, you, your parent, or your caregiver should talk to your doctor about the risks and benefits of treating your condition with an antidepressant or with other treatments. You should also talk about the risks and benefits of not treating your condition. You should know that having depression or another mental illness greatly increases the risk that you will become suicidal. This risk is higher if you or anyone in your family has or has ever had bipolar disorder (mood that changes from depressed to abnormally excited) or mania (frenzied, abnormally excited mood) or has thought about or attempted suicide. Talk to your doctor about your condition, symptoms, and personal and family medical history. You and your doctor will decide what type of treatment is right for you.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
Who should get Trimipramine and why is it prescribed ?,0001258-2,indication,Trimipramine is used to treat depression. Trimipramine is in a class of medications called tricyclic antidepressants. It works by increasing the amount of certain natural substances in the brain that are needed to maintain mental balance.,Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
How should Trimipramine be used and what is the dosage ?,0001258-3,usage,"Trimipramine comes as a capsule to take by mouth. It is usually taken one to three times a day. Take trimipramine at around the same time(s) every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take trimipramine exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Your doctor will start you on a low dose of trimipramine and gradually increase your dose. It may take up to 4 weeks before you feel the benefit of trimipramine. Continue to take trimipramine even if you feel well. Do not stop taking trimipramine without talking to your doctor.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
Are there safety concerns or special precautions about Trimipramine ?,0001258-5,precautions,"Before taking trimipramine, tell your doctor and pharmacist if you are allergic to trimipramine, clomipramine (Anafranil), desipramine (Norpramin), imipramine (Tofranil), or any other medications, or any of the ingredients in trimipramine capsules. Ask your doctor or pharmacist for a list of the ingredients., tell your doctor if you are taking monoamine oxidase (MAO) inhibitors, including isocarboxazid (Marplan), linezolid (Zyvox), methylene blue, phenelzine (Nardil) selegiline (Eldepryl, Emsam, Zelapar) and tranylcypromine (Parnate) or if you have taken an MAO inhibitor during the past 14 days. Your doctor will probably tell you not to take trimipramine., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking or plan to take. Be sure to mention any of the following: cimetidine (Tagamet); decongestants; guanethidine (Ismelin); ipratropium (Atrovent); medications for irritable bowel disease, motion sickness, Parkinson's disease, ulcers, or urinary problems; medications for irregular heartbeats such as quinidine (Quinidex), flecainide (Tambocor), and propafenone (Rythmol); other antidepressants; and selective serotonin reuptake inhibitors (SSRIs) such as fluoxetine (Prozac, Sarafem), paroxetine (Paxil), and sertraline (Zoloft). Tell your doctor or pharmacist if you have stopped taking fluoxetine (Prozac, Sarafem) in the past 5 weeks. Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you have recently had a heart attack. Your doctor will probably tell you not to take trimipramine., tell your doctor if you have or have ever had an enlargement of the prostate (a male reproductive gland), difficulty urinating, thyroid disease, seizures, or heart, kidney, or liver disease., tell your doctor if you are pregnant, plan to become pregnant, or are breastfeeding. If you become pregnant while taking trimipramine, call your doctor., talk to your doctor about the risks and benefits of taking trimipramine if you are 65 years of age or older. Older adults should not usually take trimipramine because it is not as safe or effective as other medications that can be used to treat the same condition., if you are having surgery, including dental surgery, tell the doctor or dentist that you are taking trimipramine., you should know that trimipramine may make you drowsy. Do not drive a car or operate machinery until you know how this medication affects you., remember that alcohol can add to the drowsiness caused by this medication., plan to avoid unnecessary or prolonged exposure to sunlight and to wear protective clothing, sunglasses, and sunscreen. Trimipramine may make your skin sensitive to sunlight., you should know that trimipramine may cause angle-closure glaucoma (a condition where the fluid is suddenly blocked and unable to flow out of the eye causing a quick, severe increase in eye pressure which may lead to a loss of vision). Talk to your doctor about having an eye examination before you start taking this medication. If you have nausea, eye pain, changes in vision, such as seeing colored rings around lights, and swelling or redness in or around the eye, call your doctor or get emergency medical treatment right away., ",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What special dietary instructions should I follow with Trimipramine ?,0001258-6,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What should I do if I forget a dose of Trimipramine ?,0001258-7,forget a dose,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What are the side effects or risks of Trimipramine ?,0001258-8,side effects,"Trimipramine may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 nausea, vomiting, diarrhea, stomach pain, drowsiness, weakness or tiredness, excitement or anxiety, confusion, dizziness, headache, nightmares, dry mouth, changes in appetite or weight, constipation, difficulty urinating, frequent urination, changes in sex drive or ability, excessive sweating, ringing in the ears, pain, burning, or tingling in the hands or feet,  Some side effects can be serious. If you experience any of the following symptoms or those listed in the IMPORTANT WARNING or SPECIAL PRECAUTIONS sections, call your doctor immediately or get emergency medical treatment:

 jaw, neck, and back muscle spasms, slow or difficult speech, shuffling walk, uncontrollable shaking of a part of the body, fever and sore throat, difficulty breathing or swallowing, rash, yellowing of the skin or eyes, seizures, seeing things or hearing voices that do not exist (hallucinating), chest pain, pounding or irregular heartbeat,  Trimipramine may cause other side effects. Call your doctor if you have any unusual problems while taking this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What should I know about storage and disposal of Trimipramine ?,0001258-9,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess heat and moisture (not in the bathroom). It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What to do in case of emergency or overdose of Trimipramine ?,0001258-10,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What other information should I know about Trimipramine ?,0001258-11,other information,"Keep all appointments with your doctor. Do not let anyone else take your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
What are the brand names of Trimipramine ?,0001258-12,brand names,"Surmontil ® , ",Trimipramine,0001258,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a602010.html,,,
Who should get Triptorelin Injection and why is it prescribed ?,0001259-1,indication,"Triptorelin injection (Trelstar) is used to treat the symptoms associated with advanced prostate cancer. Triptorelin injection (Triptodur) is used to treat central precocious puberty (CPP; a condition causing children to enter puberty too soon, resulting in faster than normal bone growth and development of sexual characteristics) in children 2 years and older. Triptorelin injection is in a class of medications called gonadotropin-releasing hormone (GnRH) agonists. It works by decreasing the amount of certain hormones in the body.",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
How should Triptorelin Injection be used and what is the dosage ?,0001259-2,usage,"Triptorelin injection (Trelstar) comes as an extended-release (long-acting) suspension to be injected into the muscle of either buttock by a doctor or nurse in a medical office or clinic. Triptorelin injection (Trelstar) also comes as an extended-release suspension to be injected into the muscle of the buttock or thigh by a doctor or nurse in a medical office or clinic. When used for prostate cancer, an injection of 3.75 mg of triptorelin (Trelstar) is usually given every 4 weeks, an injection of 11.25 mg of triptorelin (Trelstar) is usually given every 12 weeks, or an injection of 22.5 mg of triptorelin (Trelstar) is usually given every 24 weeks. When used in children with central precocious puberty, an injection of 22.5 mg of triptorelin (Triptodur) is usually given every 24 weeks. Triptorelin may cause an increase in certain hormones in the first few weeks after injection. Your doctor will monitor you carefully for any new or worsening symptoms during this time. Triptorelin may cause metabolic changes that lead to long-term conditions like diabetes, hyperlipidemia and, non-alcoholic liver disease. Your doctor will monitor your symptoms and labs during treatment for the development of any of these conditions. Discuss with your doctor any concerns you have about the long-term effects of using triptorelin.",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
Are there safety concerns or special precautions about Triptorelin Injection ?,0001259-4,precautions,"Before receiving triptorelin injection, tell your doctor and pharmacist if you are allergic to triptorelin, goserelin (Zoladex), histrelin (Supprelin LA, Vantas), leuprolide (Eligard, Lupron), nafarelin (Synarel), any other medications, or any of the ingredients in triptorelin injection. Ask your pharmacist for a list of the ingredients., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking or plan to take., tell your doctor if you or anyone in your family has ever had long QT syndrome (condition that increases the risk of developing an irregular heartbeat that may cause fainting or sudden death). Also tell your doctor if you have or have ever had diabetes; cancer that has spread to the spine (backbone),; urinary obstruction (blockage that causes difficulty urinating), a low level of potassium, calcium, or magnesium in your blood, a heart attack; heart failure; a mental illness; a seizure or epilepsy; a stroke, mini-stroke, or other brain problems; a brain tumor; or heart, kidney, or liver disease., you should know that triptorelin is not to be used in women who are pregnant or who can become pregnant. Tell your doctor if you are pregnant, plan to become pregnant, or are breastfeeding. If you think you have become pregnant while using triptorelin injection, call your doctor immediately. Triptorelin injection can harm the fetus., ",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
What special dietary instructions should I follow with Triptorelin Injection ?,0001259-5,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
What should I do if I forget a dose of Triptorelin Injection ?,0001259-6,forget a dose,No information found.,Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
What are the side effects or risks of Triptorelin Injection ?,0001259-7,side effects,"Triptorelin injection may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 headache, heartburn, constipation, hot flashes (a sudden wave of mild or intense body heat), sweating, or clamminess, decreased sexual ability or desire, mood changes such as crying, irritability, impatience, anger, and aggression, leg or joint pain, breast pain, depression, pain, itching, swelling, or redness at the place where injection was given, difficulty falling asleep or staying asleep, cough,  Some side effects can be serious. If you experience any of these symptoms, call your doctor immediately or get emergency medical treatment:

 hives, rash, itching, difficulty breathing or swallowing, swelling of the face, eyes, mouth, throat, tongue, or lips, hoarseness, seizures, chest pain, pain in the arms, back, neck, or jaw, slow or difficult speech, dizziness or fainting, weakness or numbness of an arm or leg, not able to move legs, bone pain, painful or difficult urination, blood in urine, frequent urination, extreme thirst, weakness, blurred vision, dry mouth, nausea, vomiting, breath that smells fruity, decreased consciousness,  In children receiving triptorelin injection (Triptodur) for central precocious puberty, new or worsening symptoms of sexual development may occur during the first few weeks of treatment. In girls, the onset of menstruation or spotting (light vaginal bleeding) may occur during the first two months of this treatment. If bleeding continues beyond the second month, call your doctor. Triptorelin injection may cause other side effects. Call your doctor if you have any unusual problems while using this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
What to do in case of emergency or overdose of Triptorelin Injection ?,0001259-8,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911.",Triptorelin Injection,0001259,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a611047.html,,,
